positive_training\3_2012-07-17_15-15-44-clip1003-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1003-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1003-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1003-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1003-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1003-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1003-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1004-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1004-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1004-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1004-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1004-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1004-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1004-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1004-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1004-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1005-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1005-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1005-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1005-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1005-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1005-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1005-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1005-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1005-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1006-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1006-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1006-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1006-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1006-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1006-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1006-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1006-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1006-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1007-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1007-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1007-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1007-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1007-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1007-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1007-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1007-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1007-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1008-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1008-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1008-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1008-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1008-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1008-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1008-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1008-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1008-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1009-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1009-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1009-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1009-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1009-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1009-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1009-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1009-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1009-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip101-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip101-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip101-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip101-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip101-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip101-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip101-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip101-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip101-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1010-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1010-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1010-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1010-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1010-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1010-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1010-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1010-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1010-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1011-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1011-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1011-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1011-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1011-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1011-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1011-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1011-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1011-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1012-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1012-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1012-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1012-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1012-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1012-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1012-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1012-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1012-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1013-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1013-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1013-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1013-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1013-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1013-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1013-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1013-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1013-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1014-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1014-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1014-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1014-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1014-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1014-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1014-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1014-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1014-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1015-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1015-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1015-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1015-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1015-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1015-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1015-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1015-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1015-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1016-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1016-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1016-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1016-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1016-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1016-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1016-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1016-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1016-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1017-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1017-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1017-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1017-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1017-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1017-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1017-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1017-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1017-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1018-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1018-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1018-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1018-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1018-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1018-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1018-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1018-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1018-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip102-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip102-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip102-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip102-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip102-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip102-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip102-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip102-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip102-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip103-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip103-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip103-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip103-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip103-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip103-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip103-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip103-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip103-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip104-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip104-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip104-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip104-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip104-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip104-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip104-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip104-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip104-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip105-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip105-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip105-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip105-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip105-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip105-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip105-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip105-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip105-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip106-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip106-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip106-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip106-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip106-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip106-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip106-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip106-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip108-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip108-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip108-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip108-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip108-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip108-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip108-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip109-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip109-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip109-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip109-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip109-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip109-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip109-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip109-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip109-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1093-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1093-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1094-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1094-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1095-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1095-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1096-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1096-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1097-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1097-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1098-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1098-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1099-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1099-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip110-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip110-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip110-2.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip110-3.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip110-4.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip110-5.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip110-6.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip110-7.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip110-8.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1100-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1100-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1101-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1101-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1102-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1102-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1103-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1103-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1104-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1104-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1105-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1105-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1106-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1106-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1107-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1107-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1108-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1108-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1109-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1109-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1110-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1110-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1111-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1111-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1112-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1112-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1113-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1113-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1114-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1114-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1115-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1115-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1116-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1116-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1117-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1117-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1118-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1118-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1119-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1119-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1120-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1120-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1121-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1121-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1122-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1122-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1123-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1123-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1124-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1124-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1125-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1125-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1126-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1126-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1127-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1127-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1128-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1128-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1129-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1129-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1130-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1130-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1131-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1131-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1132-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1132-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1133-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1133-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1134-0.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1134-1.jpg 1 0 0 32 24
positive_training\3_2012-07-17_15-15-44-clip1135-0.jpg 1 0 0 32 24
